,id,duration,time,protocol_type,service,dmz,ip_source,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,email,name,country,amount,class
1229,3893,0,1998-07-11,tcp,http,0,172.31.22.106,SF,251,870,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jacob07@example.com,Brandon Hancock,GB,471.32,0
1230,3895,0,1998-04-25,tcp,http,1,10.186.189.254,SF,236,1158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57,255,1.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,michellerobinson@example.org,Kevin Montes,GB,750.09,0
1231,3900,0,1998-06-12,tcp,http,0,192.168.132.217,SF,303,1075,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,243,0.95,0.01,0.0,0.0,0.0,0.0,0.0,0.0,kcoleman@example.net,Lynn Wilson,GB,863.03,0
1232,3901,0,1998-08-02,tcp,http,0,172.26.69.109,SF,237,3622,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,17,0.0,0.0,0.0,0.0,1.0,0.0,0.18,10,255,1.0,0.0,0.1,0.04,0.0,0.0,0.0,0.0,cartermisty@example.org,Yvette Huang,GB,41.33,0
1233,3902,0,1998-03-30,tcp,http,1,192.168.152.243,SF,219,2097,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0.0,0.0,0.0,0.0,1.0,0.0,0.67,2,255,1.0,0.0,0.5,0.07,0.0,0.0,0.0,0.0,amandadominguez@example.com,Stacy Mckay,GB,327.43,0
1234,3903,0,1998-04-02,tcp,http,0,172.17.180.218,SF,263,1609,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36,255,1.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0,lopezscott@example.org,Jose Miller,GB,113.68,0
1235,3905,0,1998-05-07,tcp,http,0,172.16.170.67,SF,158,26866,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0.0,0.25,0.0,0.0,1.0,0.0,0.5,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tracymckay@example.org,Samantha Garcia DDS,GB,759.77,0
1236,3907,0,1998-09-03,tcp,http,1,192.168.43.89,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.71,0.71,1.0,0.0,0.0,10,163,1.0,0.0,0.1,0.23,0.0,0.0,0.8,0.99,jerry58@example.org,John Cooper,GB,68.26,0
1237,3908,0,1998-10-27,tcp,http,0,192.168.55.214,SF,253,2445,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jenniferrowe@example.com,Jeremy Walker,GB,442.16,0
1238,3912,0,1998-06-22,tcp,http,1,172.29.178.187,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0.5,0.2,0.0,0.0,1.0,0.0,0.4,2,255,1.0,0.0,1.0,0.04,0.5,0.0,0.0,0.0,dwatson@example.net,Anthony Robinson,GB,123.0,0
1239,3914,0,1998-07-03,tcp,http,1,10.184.44.204,SF,243,1973,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,amy63@example.com,Cathy Cervantes,GB,630.92,0
1240,3915,0,1998-09-07,tcp,http,0,172.27.97.227,SF,479,9142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,98,255,1.0,0.0,0.01,0.04,0.0,0.01,0.0,0.0,snowcrystal@example.com,Elizabeth Rodriguez,GB,144.41,0
1241,3919,0,1998-04-13,tcp,http,1,172.17.218.65,SF,225,510,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,255,1.0,0.0,0.11,0.02,0.0,0.0,0.0,0.0,hannahrodriguez@example.org,Sarah Douglas,GB,415.33,0
1242,3920,0,1998-10-23,tcp,http,1,192.168.102.147,SF,339,684,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,225,255,1.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,stephaniesmith@example.com,Dr. Patricia Smith,GB,89.42,0
1243,3924,0,1998-04-28,tcp,http,1,192.168.170.189,SF,235,3913,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0.0,0.0,0.0,0.0,1.0,0.0,0.75,33,255,1.0,0.0,0.03,0.08,0.0,0.0,0.0,0.0,melody20@example.com,Emily Roberts,GB,853.82,0
1244,3935,0,1998-03-31,tcp,http,0,192.168.86.231,SF,299,455,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,ggarcia@example.org,Lauren Martinez,GB,501.31,0
1245,3940,0,1998-06-05,tcp,http,0,10.205.134.179,SF,223,2137,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,23,0.0,0.0,0.06,0.04,1.0,0.0,0.09,51,255,1.0,0.0,0.02,0.01,0.0,0.0,0.02,0.0,joseph89@example.com,Christine Garrison,GB,907.48,0
1246,3941,0,1998-05-04,tcp,http,1,172.20.91.103,SF,265,2862,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nicole76@example.net,Sean Lewis,GB,229.6,0
1247,3942,0,1998-10-14,tcp,http,0,10.103.198.124,SF,230,1380,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,52,0.0,0.0,0.0,0.0,1.0,0.0,0.04,255,251,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.0,lisa95@example.com,Noah Jarvis,GB,128.84,0
1248,3948,0,1998-01-09,tcp,http,1,192.168.183.201,SF,333,285,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,253,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,kellyfriedman@example.net,Joshua Young,GB,685.04,0
1249,3952,0,1998-04-29,tcp,http,0,192.168.84.80,SF,207,2483,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.12,0.12,0.0,0.0,1.0,0.0,0.0,70,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,gdennis@example.org,William Johnson,GB,946.7,0
1250,3953,0,1998-06-28,tcp,http,1,172.26.255.192,SF,257,2555,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wsanders@example.org,Hailey Ward,GB,795.95,0
1251,3955,0,1998-05-05,tcp,http,0,10.14.28.72,SF,331,9207,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,85,1.0,0.0,0.04,0.05,0.0,0.0,0.0,0.0,sharonsmith@example.net,Erika Owen DVM,GB,977.12,0
1252,3961,0,1998-09-04,tcp,http,1,10.9.250.201,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,1.0,1.0,1.0,0.0,1.0,15,255,1.0,0.0,0.07,0.22,0.0,0.0,1.0,1.0,angelbaker@example.com,Gregory Johnson,GB,730.08,0
1253,3965,0,1998-11-19,tcp,http,0,10.222.254.14,SF,285,283,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,255,1.0,0.0,0.5,0.04,0.0,0.0,0.0,0.0,younganna@example.net,Scott Ballard,GB,774.02,0
1254,3972,0,1998-12-17,tcp,http,0,192.168.106.183,SF,247,1910,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,webbjerry@example.org,Carla Vasquez,GB,542.86,0
1255,3975,0,1998-08-25,tcp,http,0,10.176.176.243,SF,328,24786,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lhill@example.com,Aaron Hicks,GB,84.53,0
1256,3977,0,1998-06-17,tcp,http,1,192.168.95.142,SF,254,2005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0.0,0.0,0.0,0.0,1.0,0.0,0.67,212,255,1.0,0.0,0.0,0.02,0.01,0.01,0.08,0.08,dwaynefaulkner@example.com,Christopher Wu,GB,551.81,0
1257,3983,0,1998-04-12,tcp,http,0,172.16.136.58,SF,220,2066,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,255,1.0,0.0,0.33,0.02,0.0,0.0,0.0,0.0,davidrocha@example.com,Monica Preston,GB,748.05,0
1258,3987,0,1998-05-14,tcp,http,0,10.119.231.89,SF,299,5357,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,2,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,zacharypena@example.net,Edwin Glover,GB,733.08,0
1259,3989,0,1998-10-10,tcp,http,0,172.17.161.223,SF,213,1737,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,22,0.0,0.0,0.0,0.0,1.0,0.0,0.18,5,255,1.0,0.0,0.2,0.03,0.0,0.0,0.0,0.0,wkramer@example.org,Barbara Callahan,GB,542.73,0
1260,3992,0,1998-09-30,tcp,http,0,192.168.81.180,SF,283,176,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,255,1.0,0.0,0.17,0.06,0.0,0.0,0.0,0.0,ecarpenter@example.net,Courtney Gonzalez,GB,972.59,0
1261,3996,0,1998-07-01,tcp,http,0,172.30.130.160,SF,331,235,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,25,0.0,0.0,0.0,0.0,1.0,0.0,0.16,22,255,1.0,0.0,0.05,0.03,0.0,0.0,0.0,0.0,vickihines@example.org,Melissa Stevens,GB,994.3,0
1262,4006,0,1998-10-26,tcp,http,1,192.168.153.21,SF,185,383,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14,255,1.0,0.0,0.07,0.03,0.0,0.01,0.0,0.02,michaellewis@example.com,Christine Hobbs,GB,221.27,0
1263,4007,0,1998-03-29,tcp,http,1,192.168.168.3,SF,234,510,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,8,0.0,0.0,0.0,0.0,1.0,0.0,0.25,27,255,1.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,sarahrodriguez@example.org,Ronald Short,GB,696.43,0
1264,4009,0,1998-05-25,tcp,http,1,192.168.122.215,SF,338,1040,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72,255,1.0,0.0,0.01,0.06,0.0,0.01,0.0,0.0,karagreen@example.org,Connie Gamble,GB,237.03,0
1265,4012,0,1998-08-20,tcp,http,0,192.168.224.19,SF,286,315,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39,39,0.0,0.0,0.0,0.0,1.0,0.0,0.0,174,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,valerie67@example.net,Tamara Cole,GB,229.08,0
1266,4013,0,1998-04-15,tcp,http,0,192.168.148.5,SF,165,175,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ryandixon@example.org,Kimberly Morris,GB,531.62,0
1267,4018,0,1998-10-20,tcp,http,0,192.168.11.172,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5,220,1.0,0.0,0.2,0.14,0.0,0.0,1.0,0.97,annmcdonald@example.net,Charles Lynch DDS,GB,628.98,0
1268,4020,0,1998-01-01,tcp,http,0,192.168.124.207,SF,322,1246,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,195,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,qmolina@example.com,Calvin Peterson,GB,416.8,0
1269,4025,0,1998-08-14,tcp,http,1,10.146.45.158,SF,333,523,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,18,0.0,0.0,0.0,0.0,1.0,0.0,0.11,37,183,1.0,0.0,0.03,0.09,0.0,0.01,0.0,0.0,jamesjenkins@example.org,Michael Malone,GB,453.6,0
1270,4029,0,1998-11-15,tcp,http,0,172.18.163.142,SF,224,1918,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wterrell@example.org,Sandra Kirk,GB,51.72,0
1271,4034,0,1998-07-18,tcp,http,0,172.20.184.67,SF,310,3222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.5,1.0,0.0,1.0,53,41,0.77,0.06,0.02,0.0,0.0,0.0,0.0,0.0,ashleywilliams@example.net,Heather Lopez,GB,83.64,0
1272,4036,0,1998-09-25,tcp,http,0,172.25.97.54,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,11,1.0,0.91,0.0,0.0,0.04,0.07,0.18,255,10,0.04,0.09,0.0,0.0,1.0,1.0,0.0,0.0,gmaldonado@example.com,John Cook,GB,433.82,1
1273,4037,0,1998-04-28,tcp,http,0,192.168.12.90,SF,222,1651,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,10,0.0,0.1,0.12,0.1,1.0,0.0,0.2,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mark28@example.com,Roberta Swanson,GB,791.02,0
1274,4039,0,1998-09-02,tcp,http,0,172.29.198.251,SF,304,420,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,harrisonstacey@example.com,Jacob Perez,GB,741.11,0
1275,4041,0,1998-08-19,tcp,http,0,192.168.184.197,SF,238,35052,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,52,255,1.0,0.0,0.02,0.07,0.0,0.0,0.0,0.0,jenniferjordan@example.com,Nathan Wilson,GB,305.35,0
1276,4043,0,1998-06-07,tcp,http,1,192.168.208.107,SF,374,471,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,32,0.0,0.0,0.0,0.0,1.0,0.0,0.12,38,231,1.0,0.0,0.03,0.21,0.0,0.0,0.08,0.77,alexander81@example.org,Ann Hopkins,GB,568.04,0
1277,4048,0,1998-04-23,tcp,http,0,10.6.119.26,SF,239,3222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.5,0.5,0.0,0.0,1.0,0.0,0.0,11,11,1.0,0.0,0.09,0.0,0.09,0.09,0.0,0.0,smiththomas@example.org,Amanda Campbell,GB,347.67,0
1278,4050,0,1998-08-09,tcp,http,0,192.168.75.201,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,5,1.0,1.0,0.0,0.0,0.02,0.06,0.0,255,5,0.02,0.05,0.0,0.0,1.0,1.0,0.0,0.0,arthurwang@example.org,Christopher Bennett,GB,214.96,1
1279,4052,0,1998-09-28,tcp,http,0,10.5.246.21,SF,212,2120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,crawfordbrianna@example.net,Dawn Obrien,GB,532.84,0
1280,4053,0,1998-06-06,tcp,http,1,10.220.58.130,SF,222,1537,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21,255,1.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0,choover@example.net,Lori Cohen,GB,82.4,0
1281,4055,0,1998-07-15,tcp,http,0,10.178.141.216,SF,288,1745,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,11,0.0,0.0,0.0,0.0,1.0,0.0,0.27,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brenda02@example.com,Mckenzie Torres,GB,98.62,0
1282,4057,0,1998-12-14,tcp,http,0,192.168.39.135,SF,150,23476,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,65,250,1.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,ryanjackson@example.org,Gregory Butler,GB,448.28,0
1283,4059,0,1998-06-25,tcp,http,0,192.168.8.162,SF,277,841,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,0.0,0.0,0.0,0.0,1.0,0.0,0.4,43,255,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,michael56@example.net,Laura Hill,GB,654.64,0
1284,4060,0,1998-02-11,tcp,http,0,172.22.167.222,SF,304,1172,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,6,0.0,0.0,0.0,0.0,1.0,0.0,0.33,43,255,1.0,0.0,0.02,0.05,0.0,0.0,0.0,0.0,lucasautumn@example.net,Eddie Obrien,GB,321.82,0
1285,4071,0,1998-05-23,tcp,http,1,10.46.227.59,SF,285,9091,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23,100,1.0,0.0,0.04,0.06,0.0,0.0,0.0,0.01,ybrennan@example.com,Tony Stone,GB,795.6,0
1286,4072,0,1998-10-09,tcp,http,1,172.28.117.197,SF,285,6356,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,susan59@example.com,Linda Berger,GB,891.57,0
1287,4075,0,1998-10-02,tcp,http,0,172.17.111.248,SF,330,2566,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,235,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,jeremyfischer@example.net,Nicole Williams,GB,928.04,0
1288,4078,0,1998-01-27,tcp,http,0,172.18.5.52,SF,224,1808,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23,255,1.0,0.0,0.04,0.23,0.0,0.0,0.17,0.89,ochoalaura@example.net,Mary Miller,GB,635.19,0
1289,4079,0,1998-11-19,tcp,http,1,172.16.39.112,SF,323,598,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,22,0.0,0.0,0.0,0.0,1.0,0.0,0.09,143,255,1.0,0.0,0.01,0.02,0.0,0.0,0.01,0.0,jeremy48@example.com,Veronica Kerr,GB,95.85,0
1290,4080,0,1998-09-14,tcp,http,0,192.168.228.144,SF,309,1942,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0.0,0.0,0.0,0.0,1.0,0.0,0.5,68,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,jwilson@example.org,Chase Mata,GB,462.43,0
1291,4086,0,1998-11-09,tcp,http,0,172.31.90.203,SF,287,870,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,9,0.0,0.0,0.0,0.0,1.0,0.0,0.33,24,255,1.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,jessica99@example.org,Douglas Castaneda,GB,276.85,0
1292,4090,0,1998-12-27,tcp,http,0,10.191.105.232,SF,307,1354,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wtaylor@example.org,Samantha Reyes,GB,326.24,0
1293,4095,0,1998-06-23,tcp,http,1,192.168.132.85,SF,257,289,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60,255,1.0,0.0,0.02,0.03,0.0,0.0,0.02,0.0,arellanocesar@example.com,Erik Perez,GB,651.6,0
1294,4096,0,1998-12-13,tcp,http,0,192.168.47.78,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,47,255,1.0,0.0,0.02,0.09,0.0,0.0,1.0,1.0,krystalpeck@example.com,Robert Owens,GB,238.96,0
1295,4099,0,1998-06-11,tcp,http,1,10.35.102.82,SF,200,17733,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,56,0.0,0.0,0.0,0.0,1.0,0.0,0.05,116,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,yabbott@example.com,Christine Jones,GB,353.16,0
1296,4102,0,1998-08-22,tcp,http,1,192.168.137.168,SF,312,3222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,10,0.0,0.0,0.0,0.0,1.0,0.0,0.2,255,248,0.97,0.01,0.0,0.0,0.0,0.0,0.0,0.0,jennifer86@example.com,James Oliver,GB,57.65,0
1297,4104,0,1998-02-12,tcp,http,0,192.168.118.92,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,27,1.0,0.74,0.0,0.0,0.08,0.06,0.07,255,20,0.08,0.06,0.0,0.0,1.0,1.0,0.0,0.0,michelerice@example.net,Dustin Dennis,GB,678.31,1
1298,4105,0,1998-06-13,tcp,http,0,172.29.247.111,SF,235,22150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,245,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,rjohnson@example.com,Monique Cox,GB,796.47,0
1299,4106,0,1998-05-23,tcp,http,1,10.52.70.220,SF,233,710,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,39,0.0,0.0,0.0,0.0,1.0,0.0,0.05,6,255,1.0,0.0,0.17,0.02,0.0,0.0,0.0,0.0,jeremy22@example.com,Hannah Moss,GB,296.51,0
1300,4108,0,1998-11-13,tcp,http,1,172.27.25.77,SF,210,245,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,255,1.0,0.0,0.2,0.03,0.0,0.0,0.0,0.0,shill@example.org,Stephanie Cunningham,GB,788.97,0
1301,4112,0,1998-03-01,tcp,http,1,192.168.198.160,SF,320,962,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sarah53@example.net,Brittany Perez,GB,759.54,0
1302,4117,0,1998-03-24,tcp,http,0,192.168.161.206,SF,230,414,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,21,0.0,0.0,0.0,0.0,1.0,0.0,0.14,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,hannaharmstrong@example.com,Caitlin Mercado,GB,782.2,0
1303,4118,0,1998-05-13,tcp,http,1,192.168.255.136,SF,374,2638,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.2,0.2,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jhamilton@example.com,Erin Baker,GB,250.08,0
1304,4121,0,1998-08-15,tcp,http,0,10.52.244.195,SF,205,1931,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21,255,1.0,0.0,0.05,0.01,0.0,0.0,0.0,0.0,cthomas@example.com,Julie Li,GB,841.38,0
1305,4123,0,1998-02-28,tcp,http,1,10.251.15.15,SF,246,12621,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0.0,0.0,0.0,0.0,1.0,0.0,0.5,197,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,kbates@example.org,Richard Hoover MD,GB,590.68,0
1306,4125,0,1998-08-29,tcp,http,0,192.168.227.184,SF,247,2417,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13,255,1.0,0.0,0.08,0.02,0.0,0.0,0.0,0.0,wilsondanny@example.org,Victoria Moore,GB,506.11,0
1307,4130,0,1998-01-02,tcp,http,0,172.27.48.54,SF,224,1493,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,25,0.0,0.0,0.0,0.0,1.0,0.0,0.12,27,255,1.0,0.0,0.04,0.01,0.0,0.0,0.0,0.0,danielledavis@example.org,Jacob Arnold,GB,746.71,0
1308,4137,0,1998-08-16,tcp,http,0,192.168.119.97,SF,244,1215,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,12,0.0,0.0,0.0,0.0,1.0,0.0,0.33,187,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,brianhowe@example.org,Antonio Murphy,GB,421.73,0
1309,4139,0,1998-10-12,tcp,http,1,10.186.145.132,SF,285,5790,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,27,0.0,0.0,0.0,0.0,1.0,0.0,0.11,182,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,paul44@example.com,Jessica Jackson,GB,577.0,0
1310,4141,0,1998-07-07,tcp,http,0,10.161.245.198,SF,203,56215,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34,255,1.0,0.0,0.03,0.06,0.0,0.0,0.0,0.0,tracy29@example.com,Alyssa Love,GB,67.04,0
